age,education_level,career_field,main_sector,employer_type,contract_type,weekly_hours,residence,province,monthly_income_rwf
23,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Southern Province,26000.0
22,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Southern Province,31200.0
22,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Southern Province,33800.0
29,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,40.0,Rural,Southern Province,39000.0
28,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Southern Province,39000.0
22,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,18.0,Rural,Southern Province,39000.0
18,Lower secondary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,18.0,Rural,Southern Province,39000.0
23,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Southern Province,31200.0
19,Primary education,Elementary and other work,Services,Private business or VUP,Oral agreement,10.0,Rural,Southern Province,7800.0
28,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Southern Province,39000.0
20,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Southern Province,26000.0
18,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,20.0,Rural,Southern Province,31200.0
28,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,42.0,Rural,Southern Province,39000.0
26,Lower secondary education,Sales and services,Services,Private business or VUP,Oral agreement,70.0,Rural,Southern Province,20000.0
30,Upper secondary education,"Business, management and office work",Services,Public institution,Written contract,40.0,Rural,Southern Province,76000.0
20,Primary education,Elementary and other work,Industry,Public-private enterprise,Oral agreement,45.0,Rural,Southern Province,24000.0
22,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,24.0,Rural,Southern Province,15600.0
29,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,18.0,Rural,Southern Province,20800.0
26,Upper secondary education,Elementary and other work,Industry,NGO or international organisation,Oral agreement,40.0,Rural,Southern Province,52000.0
24,Primary education,Elementary and other work,Services,Household,Oral agreement,56.0,Rural,Southern Province,12000.0
23,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Southern Province,47666.668
26,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,48.0,Rural,Southern Province,52000.0
22,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Southern Province,26000.0
29,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,40.0,Rural,Southern Province,26000.0
26,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,40.0,Rural,Southern Province,18200.0
17,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Southern Province,20000.0
29,Lower secondary education,Skilled trades and operators,Industry,Private business or VUP,Written contract,63.0,Rural,Southern Province,120000.0
27,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Southern Province,31200.0
21,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,20.0,Rural,Southern Province,18200.0
30,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Southern Province,31200.0
18,Primary education,Elementary and other work,Services,Private business or VUP,Oral agreement,42.0,Urban,Southern Province,15000.0
21,Upper secondary education,Elementary and other work,Services,Household,Oral agreement,50.0,Urban,Southern Province,10000.0
18,Lower secondary education,Elementary and other work,Services,Household,Oral agreement,42.0,Urban,Southern Province,20000.0
17,Primary education,Elementary and other work,Services,Household,Oral agreement,54.0,Urban,Southern Province,10000.0
16,Primary education,Elementary and other work,Services,Household,Oral agreement,72.0,Urban,Southern Province,15000.0
30,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,18.0,Urban,Southern Province,41600.0
25,Lower secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,63.0,Urban,Southern Province,65000.0
24,Upper secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,48.0,Urban,Southern Province,65000.0
24,Primary education,Elementary and other work,Services,Household,Oral agreement,42.0,Urban,Southern Province,20000.0
19,Lower secondary education,Elementary and other work,Services,Household,Oral agreement,60.0,Urban,Southern Province,20000.0
22,Lower secondary education,Elementary and other work,Services,Household,Oral agreement,42.0,Urban,Southern Province,30000.0
28,Primary education,Elementary and other work,Services,Household,Oral agreement,56.0,Urban,Southern Province,20000.0
23,Primary education,Sales and services,Services,Private business or VUP,Oral agreement,70.0,Urban,Southern Province,25000.0
22,Primary education,Elementary and other work,Services,Household,Oral agreement,49.0,Urban,Southern Province,25000.0
25,Lower secondary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,50.0,Urban,Southern Province,70000.0
19,Lower secondary education,Elementary and other work,Services,Household,Oral agreement,70.0,Urban,Southern Province,20000.0
24,Lower secondary education,Skilled trades and operators,Industry,Private business or VUP,Written contract,50.0,Urban,Southern Province,80000.0
24,Lower secondary education,Skilled trades and operators,Industry,Private business or VUP,Written contract,50.0,Urban,Southern Province,80000.0
18,Primary education,Elementary and other work,Services,Household,Oral agreement,45.0,Urban,Southern Province,20000.0
23,Primary education,Elementary and other work,Services,Household,Oral agreement,45.0,Urban,Southern Province,20000.0
28,Lower secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,35.0,Rural,Western Province,39000.0
29,Lower secondary education,Skilled trades and operators,Services,Private business or VUP,Oral agreement,25.0,Rural,Western Province,78000.0
16,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,5.0,Rural,Western Province,26000.0
24,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,25.0,Rural,Western Province,18200.0
24,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,10.0,Rural,Western Province,26000.0
24,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,10.0,Rural,Western Province,26000.0
20,Primary education,Elementary and other work,Services,Household,Oral agreement,45.0,Rural,Western Province,12000.0
24,Lower secondary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,30.0,Rural,Western Province,104000.0
23,Lower secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,40.0,Rural,Western Province,52000.0
24,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,48.0,Rural,Western Province,39000.0
22,Primary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,40.0,Rural,Western Province,43333.332
28,Primary education,Elementary and other work,Services,Private business or VUP,Oral agreement,9.0,Rural,Western Province,26000.0
30,Upper secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,45.0,Rural,Western Province,22100.0
24,Lower secondary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,45.0,Rural,Western Province,26000.0
25,Upper secondary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Western Province,26000.0
29,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,27.0,Rural,Western Province,26000.0
22,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,40.0,Rural,Western Province,52000.0
22,Primary education,Elementary and other work,Services,Household,Oral agreement,42.0,Rural,Western Province,37000.0
21,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Western Province,18200.0
28,Primary education,Sales and services,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Western Province,26000.0
19,Primary education,Elementary and other work,Services,Household,Oral agreement,35.0,Rural,Western Province,15000.0
29,Lower secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,40.0,Rural,Western Province,78000.0
23,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,21.0,Rural,Western Province,52000.0
20,Primary education,Elementary and other work,Services,Private business or VUP,Oral agreement,30.0,Rural,Western Province,26000.0
20,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,21.0,Rural,Western Province,26000.0
18,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,28.0,Rural,Western Province,26000.0
22,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Western Province,52000.0
18,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,15.0,Rural,Western Province,26000.0
22,Lower secondary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,42.0,Rural,Western Province,39000.0
19,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,42.0,Rural,Western Province,52000.0
20,No formal education,Agriculture,Agriculture,Private business or VUP,Oral agreement,54.0,Rural,Western Province,7000.0
29,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Western Province,39000.0
27,No formal education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,14.0,Urban,Western Province,26000.0
30,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,36.0,Urban,Western Province,31200.0
19,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,48.0,Urban,Western Province,31200.0
23,Upper secondary education,Elementary and other work,Services,Private business or VUP,Oral agreement,49.0,Urban,Western Province,20000.0
18,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,42.0,Urban,Western Province,31200.0
25,Primary education,Elementary and other work,Services,Household,Oral agreement,48.0,Urban,Western Province,25000.0
21,Tertiary education,"Business, management and office work",Services,Public institution,Oral agreement,45.0,Urban,Western Province,150000.0
21,Primary education,Elementary and other work,Services,Household,Oral agreement,50.0,Urban,Western Province,20000.0
